Minute,TVC,Label,MQ135,MQ136,MQ137,MQ138,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9
522,3.954458638,2,13.13,7.58,15.51,11.3,6.64,16.17,5.98,12.7,14.96,43.22,12.18
523,3.954458638,2,13.29,7.58,15.45,11.26,6.61,16.11,5.98,12.7,14.89,41.84,11.85
524,3.954458638,2,13.08,7.55,15.45,11.26,6.61,16.17,5.98,12.7,14.89,43.22,12.13
525,3.954458638,2,13.08,7.55,15.51,11.26,6.61,16.17,5.98,12.8,14.89,42.94,12.23
526,3.954458638,2,13.08,7.55,15.51,11.26,6.67,16.11,6.01,12.7,14.96,42.94,12.52
527,3.954458638,2,13.08,7.52,15.51,11.22,6.64,16.04,5.96,12.75,14.96,42.38,12.13
528,3.954458638,2,13.34,7.52,15.51,11.22,6.64,16.04,5.98,12.75,14.96,41.32,12.32
529,3.954458638,2,13.29,7.52,15.58,11.22,6.64,16.04,5.96,12.75,14.96,41.84,12.27
530,3.954458638,2,13.08,7.52,15.58,11.17,6.61,16.04,5.96,12.75,14.96,42.38,11.75
531,3.954458638,2,13.08,7.52,15.58,11.17,6.64,16.04,5.96,13.01,14.89,42.94,12.13
532,3.954458638,2,13.03,7.49,15.58,11.13,6.61,16.04,5.94,13.11,14.89,42.66,12.13
533,3.954458638,2,13.03,7.49,15.64,11.13,6.61,16.04,5.94,12.85,14.89,42.11,12.08
534,3.954458638,2,13.03,7.49,15.64,11.13,6.61,16.04,5.94,12.85,14.96,42.66,12.27
535,3.954458638,2,13.24,7.46,15.64,11.13,6.61,15.97,5.96,12.96,14.89,43.22,11.99
536,3.954458638,2,13.03,7.43,15.64,11.13,6.61,15.97,6.01,12.91,14.96,42.38,11.99
537,3.954458638,2,13.03,7.43,15.64,11.08,6.61,15.97,5.91,12.85,14.96,42.94,12.47
538,3.954458638,2,12.98,7.4,15.71,11.04,6.61,15.97,5.91,13.01,14.96,42.11,11.99
539,3.954458638,2,13.03,7.37,15.71,11.08,6.61,15.97,5.98,12.91,14.96,43.78,11.8
540,3.954458638,2,13.03,7.37,15.71,11.04,6.61,15.91,5.91,12.91,14.96,41.84,12.18
541,3.993666324,2,13.03,7.37,15.71,11.08,6.61,15.91,5.91,13.06,14.96,42.38,11.94
542,3.993666324,2,12.98,7.34,15.77,11.04,6.61,15.91,5.91,12.96,14.96,42.38,11.94
543,3.993666324,2,12.98,7.28,15.71,11.04,6.61,15.91,5.89,13.01,15.02,45.26,12.32
544,3.993666324,2,12.98,7.28,15.77,11,6.61,15.91,5.89,13.17,15.02,44.37,12.03
545,3.993666324,2,12.98,7.28,15.77,11,6.59,15.84,5.87,12.91,14.96,42.66,11.39
546,3.993666324,2,12.98,7.28,15.77,11,6.61,15.84,5.89,13.01,14.96,40.04,12.08
547,3.993666324,2,12.98,7.28,15.71,11,6.61,15.84,5.89,13.01,14.96,42.66,12.23
548,3.993666324,2,12.98,7.25,15.77,10.95,6.59,15.84,5.89,13.11,15.02,44.07,11.71
549,3.993666324,2,12.92,7.28,15.84,11,6.59,15.78,5.89,13.11,15.02,42.11,12.08
550,3.993666324,2,12.98,7.28,15.84,10.95,6.61,15.78,5.87,13.11,15.02,42.94,12.13
551,3.993666324,2,12.98,7.22,15.77,10.87,6.56,15.71,5.82,13.11,15.02,40.8,12.18
552,3.993666324,2,12.87,7.25,15.77,10.91,6.59,15.71,5.84,13.11,15.02,42.66,11.85
553,3.993666324,2,12.87,7.22,15.84,10.82,6.56,15.65,5.82,13.22,15.02,42.38,11.85
554,3.993666324,2,12.87,7.25,15.77,10.87,6.56,15.65,5.82,13.27,15.02,42.38,11.8
555,3.993666324,2,12.87,7.25,15.84,10.87,6.59,15.65,5.82,13.99,15.02,42.66,12.13
556,3.993666324,2,12.77,7.25,15.97,10.82,6.56,15.58,5.8,13.44,15.02,41.05,12.27
557,3.993666324,2,12.77,7.34,15.84,10.87,6.59,15.65,5.82,13.06,15.02,44.07,12.52
558,3.993666324,2,12.77,7.31,15.84,10.78,6.56,15.58,5.77,13.22,15.02,42.11,11.99
559,3.993666324,2,12.77,7.31,15.84,10.78,6.56,15.58,5.8,13.17,15.02,42.66,12.08
560,3.993666324,2,12.77,7.25,15.84,10.78,6.56,15.58,5.8,13.17,15.02,42.38,11.99
561,3.993666324,2,12.77,7.28,15.9,10.78,6.56,15.58,5.8,13.22,15.02,43.5,12.08
562,3.993666324,2,12.82,7.25,15.9,10.78,6.56,15.58,5.77,13.27,15.02,43.78,11.89
563,3.993666324,2,12.77,7.25,15.9,10.78,6.56,15.52,5.77,13.22,15.02,42.66,12.42
564,3.993666324,2,12.77,7.25,15.9,10.74,6.56,15.52,5.73,13.27,15.02,42.94,11.85
565,3.993666324,2,12.77,7.25,15.9,10.74,6.56,15.52,5.77,13.33,15.02,43.22,12.27
566,3.993666324,2,12.77,7.25,15.97,10.7,6.53,15.45,5.77,13.27,15.15,42.94,12.27
567,3.993666324,2,12.77,7.22,15.9,10.7,6.56,15.45,5.75,13.38,15.15,42.94,12.08
568,3.993666324,2,12.72,7.16,15.97,10.65,6.53,15.39,5.73,13.33,15.09,45.88,11.99
569,3.993666324,2,12.72,7.19,15.97,10.65,6.53,15.39,5.75,13.33,15.15,42.94,12.08
570,3.993666324,2,12.72,7.14,15.97,10.65,6.53,15.33,5.73,13.82,15.15,43.78,11.99
571,3.993666324,2,11.57,6.24,15.08,9.47,5.7,14.01,5,12.75,14.2,39.06,11.26
572,3.993666324,2,11.39,6.09,14.89,9.32,5.55,13.96,4.96,12.5,14.14,38.83,10.87
573,3.993666324,2,12.67,7.08,15.9,10.57,6.53,15.39,5.75,13.27,15.09,42.11,11.94
574,3.993666324,2,12.72,7.08,15.9,10.61,6.56,15.39,5.73,13.44,15.09,43.22,12.23
575,3.993666324,2,12.77,7.08,15.9,10.61,6.53,15.33,5.7,13.44,15.09,42.38,11.08
576,3.993666324,2,12.77,7.08,16.1,10.61,6.53,15.33,5.73,13.49,15.09,42.66,11.99
577,3.993666324,2,12.72,7.11,15.97,10.61,6.53,15.33,5.7,13.38,15.09,42.66,11.85
578,3.993666324,2,12.72,7.08,15.97,10.57,6.51,15.26,5.7,13.6,15.02,41.84,12.13
579,3.993666324,2,12.72,7.08,15.97,10.61,6.53,15.2,5.7,13.54,15.09,42.11,12.03
580,3.993666324,2,12.72,7.11,15.97,10.57,6.53,15.2,5.7,13.54,15.09,41.84,11.94
581,3.993666324,2,12.72,7.11,16.03,10.61,6.53,15.2,5.68,13.65,15.09,43.5,12.08
582,3.993666324,2,12.72,7.11,15.97,10.57,6.53,14.65,5.7,13.65,15.15,41.84,12.27
583,3.993666324,2,12.72,7.11,16.1,10.57,6.53,14.89,5.68,13.71,15.15,42.38,12.08
584,3.993666324,2,12.72,7.11,16.1,10.57,6.56,15.08,5.7,13.65,15.15,43.78,12.37
585,3.993666324,2,12.72,7.11,16.1,10.57,6.56,14.89,5.68,13.76,15.15,40.29,12.08
586,3.993666324,2,12.72,7.11,16.1,10.57,6.56,15.14,5.7,13.82,15.15,42.11,11.99
587,3.993666324,2,12.72,7.11,16.17,10.57,6.56,15.08,5.7,13.76,15.15,44.37,12.03
588,3.993666324,2,12.67,7.11,16.1,10.53,6.53,15.08,5.68,13.71,15.09,42.94,11.8
589,3.993666324,2,12.67,7.08,16.17,10.49,6.56,14.95,5.68,13.76,15.09,42.66,12.13
590,3.993666324,2,12.72,7.08,16.1,10.49,6.56,14.83,5.68,13.99,15.09,41.05,12.27
591,3.993666324,2,12.67,7.08,16.24,10.53,6.56,15.02,5.68,13.82,15.09,42.66,11.94
592,3.993666324,2,12.72,7.08,16.17,10.49,6.53,15.14,5.68,13.82,15.09,43.5,11.52
593,3.993666324,2,12.72,7.11,16.24,10.49,6.56,14.95,5.68,13.71,15.15,43.5,11.85
594,3.993666324,2,12.72,7.14,16.24,10.53,6.56,14.95,5.66,13.82,15.09,42.66,12.32
595,3.993666324,2,12.72,7.14,16.24,10.49,6.59,14.95,5.66,13.99,15.15,43.22,12.18
596,3.993666324,2,12.72,7.11,16.44,10.41,6.56,14.95,5.68,14.63,15.15,42.94,11.99
597,3.993666324,2,12.82,7.16,16.3,10.57,6.61,15.02,5.73,13.99,15.22,40.8,11.89
598,3.993666324,2,12.77,7.14,16.37,10.53,6.61,14.95,5.7,13.99,15.22,43.22,11.89
599,3.993666324,2,12.77,7.16,16.37,10.57,6.64,15.02,5.73,14.05,15.22,42.38,12.42
600,3.993666324,2,12.72,7.11,16.37,10.49,6.56,14.89,5.68,14.16,15.15,42.94,12.23
601,3.999758117,2,12.67,7.11,16.3,10.45,6.56,14.89,5.63,14.22,15.15,43.22,11.75
602,3.999758117,2,12.72,7.14,16.37,10.49,6.59,14.89,5.66,14.05,15.15,42.66,11.94
603,3.999758117,2,12.77,7.16,16.44,10.53,6.61,14.95,5.68,14.22,15.22,46.51,11.8
604,3.999758117,2,13.03,7.14,16.37,10.49,6.61,14.89,5.68,14.22,15.15,42.11,11.48
605,3.999758117,2,13.03,7.16,16.44,10.53,6.64,14.89,5.7,14.1,15.22,42.94,12.27
606,3.999758117,2,12.98,7.14,16.44,10.49,6.61,14.89,5.68,14.28,15.15,43.22,12.08
607,3.999758117,2,12.98,7.19,16.65,10.49,6.64,14.89,5.68,14.33,15.15,43.22,12.08
608,3.999758117,2,12.92,7.22,16.58,10.53,6.67,14.89,5.7,14.39,15.22,40.54,12.03
609,3.999758117,2,12.87,7.22,16.58,10.49,6.64,14.83,5.66,14.39,15.22,41.58,11.71
610,3.999758117,2,12.82,7.19,16.58,10.41,6.64,14.83,5.66,14.39,15.22,42.38,11.66
611,3.999758117,2,12.87,7.11,16.58,10.45,6.64,14.77,5.66,14.63,15.22,40.54,12.37
612,3.999758117,2,12.77,7.11,16.58,10.41,6.61,14.77,5.63,14.39,15.22,43.5,12.08
613,3.999758117,2,12.82,7.14,16.58,10.45,6.64,14.77,5.68,14.45,15.29,44.07,12.32
614,3.999758117,2,12.77,7.11,16.65,10.45,6.64,14.77,5.66,14.51,15.29,43.5,12.03
615,3.999758117,2,12.77,7.08,16.58,10.41,6.64,14.65,5.7,14.87,15.22,42.66,12.23
616,3.999758117,2,12.82,7.08,16.65,10.41,6.64,14.65,5.63,14.45,15.22,42.94,12.27
617,3.999758117,2,12.82,7.08,16.65,10.41,6.64,14.71,5.63,14.51,15.22,43.78,12.08
618,3.999758117,2,12.82,7.05,16.65,10.41,6.64,14.71,5.63,14.51,15.22,42.11,11.94
619,3.999758117,2,12.82,7.08,16.72,10.41,6.64,14.71,5.63,14.39,15.29,44.07,12.27
620,3.999758117,2,12.77,7.08,16.72,10.37,6.64,14.65,5.66,15.12,15.22,44.96,12.57
621,3.999758117,2,12.77,7.11,16.79,10.37,6.64,14.65,5.63,14.63,15.29,43.78,12.32
622,3.999758117,2,12.77,7.14,16.79,10.41,6.67,14.65,5.63,14.75,15.29,43.5,12.23
623,3.999758117,2,12.82,7.14,16.79,10.41,6.64,14.59,5.61,14.75,15.29,43.22,12.08
624,3.999758117,2,12.77,7.16,16.86,10.37,6.67,14.71,5.61,14.87,15.29,42.38,11.99
625,3.999758117,2,12.72,7.05,16.79,10.32,6.61,14.71,5.61,14.69,15.22,42.94,12.27
626,3.999758117,2,12.72,7.05,16.93,10.32,6.61,14.65,5.61,14.69,15.22,43.22,11.85
627,3.999758117,2,12.72,7.05,16.86,10.28,6.64,14.65,5.57,14.75,15.22,44.07,11.75
628,3.999758117,2,12.67,7.05,16.86,10.28,6.61,14.59,5.59,15.06,15.22,43.22,12.23
629,3.999758117,2,12.72,7.05,16.86,10.24,6.64,14.59,5.57,14.69,15.22,42.66,12.37
630,3.999758117,2,12.67,7.05,16.79,10.24,6.61,14.59,5.57,14.81,15.15,42.94,11.85
631,3.999758117,2,12.67,7.05,16.86,10.32,6.64,14.53,5.57,14.69,15.22,42.66,12.18
632,3.999758117,2,12.67,7.05,17,10.28,6.67,14.65,5.59,14.75,15.22,42.11,12.27
633,3.999758117,2,12.72,7.08,16.93,10.28,6.67,14.71,5.59,14.81,15.29,42.38,12.32
634,3.999758117,2,12.72,7.11,16.93,10.32,6.72,14.71,5.59,14.81,15.29,42.94,12.03
635,3.999758117,2,12.72,7.11,17,10.28,6.72,14.77,5.59,14.81,15.22,44.37,12.42
636,3.999758117,2,12.62,7.02,16.93,10.2,6.59,14.65,5.54,14.81,15.22,42.94,12.23
637,3.999758117,2,12.62,7.02,16.86,10.16,6.59,14.65,5.52,14.69,15.22,42.66,11.71
638,3.999758117,2,12.62,6.99,16.93,10.16,6.59,14.65,5.52,15.25,15.22,41.05,11.94
639,3.999758117,2,12.62,7.02,16.93,10.16,6.59,14.65,5.54,14.75,15.22,44.96,11.8
640,3.999758117,2,12.62,7.02,16.93,10.16,6.61,14.65,5.57,14.69,15.22,41.32,12.03
641,3.999758117,2,12.62,7.02,17,10.16,6.61,14.65,5.52,14.75,15.22,42.66,12.23
642,3.999758117,2,12.62,7.05,17.07,10.16,6.61,14.71,5.57,14.81,15.29,42.66,12.37
643,3.999758117,2,12.67,7.08,17.07,10.16,6.64,14.71,5.57,14.87,15.29,41.84,12.08
644,3.999758117,2,12.72,7.11,17.07,10.24,6.7,14.77,5.59,14.93,15.35,48.82,12.37
645,3.999758117,2,12.72,7.11,17.14,10.24,6.7,14.77,5.59,14.93,15.35,43.78,12.32
646,3.999758117,2,12.67,7.08,17.07,10.2,6.67,14.77,5.57,14.87,15.29,42.38,12.23
647,3.999758117,2,12.67,7.08,17.14,10.2,6.67,14.77,5.57,14.93,15.29,41.05,12.27
648,3.999758117,2,12.77,7.14,17.21,10.24,6.75,14.83,5.59,15.06,15.35,40.54,12.13
649,3.999758117,2,12.62,7.02,17.14,10.16,6.64,14.71,5.54,15,15.29,42.94,12.27
650,3.999758117,2,12.57,7.02,17.14,10.16,6.67,14.71,5.54,15,15.29,43.22,12.03
651,3.999758117,2,12.72,7.08,17.29,10.24,6.7,14.77,5.57,15.06,15.35,42.94,11.94
652,3.999758117,2,12.62,7.05,17.29,10.2,6.67,14.71,5.57,15.06,15.35,42.94,12.23
653,3.999758117,2,12.62,7.05,17.29,10.2,6.67,14.71,5.54,15.06,15.35,42.94,12.18
654,3.999758117,2,12.57,7.02,17.36,10.12,6.64,14.65,5.54,15.44,15.35,43.78,11.85
655,3.999758117,2,12.57,7.02,17.29,10.12,6.64,14.65,5.52,15.37,15.29,43.22,12.03
656,3.999758117,2,12.62,7.02,17.29,10.16,6.67,14.71,5.54,15.69,15.35,44.37,12.03
657,3.999758117,2,12.57,7.05,17.29,10.16,6.64,14.65,5.54,15.44,15.35,43.5,12.13
658,3.999758117,2,12.52,6.99,17.21,10.12,6.64,14.65,5.5,15.44,15.29,42.38,12.03
659,3.999758117,2,12.52,6.97,17.21,10.12,6.61,14.59,5.48,15.5,15.29,42.38,11.94
660,3.999758117,2,12.52,6.99,17.21,10.08,6.61,14.59,5.52,15.5,15.29,43.22,12.08
661,4.049554083,3,11.3,6.09,16.1,9,5.67,13.19,4.76,14.45,14.38,40.04,10.99
662,4.049554083,3,11.08,5.94,15.9,8.76,5.53,13.09,4.66,14.16,14.2,38.59,10.65
663,4.049554083,3,11.17,6.06,15.9,8.86,5.6,13.25,4.74,14.16,14.32,39.06,10.91
664,4.049554083,3,11.3,6.11,15.97,8.93,5.67,13.35,4.8,14.22,14.44,38.36,10.78
665,4.049554083,3,11.3,6.09,15.97,8.97,5.72,13.35,4.84,14.28,14.44,39.06,11.17
666,4.049554083,3,11.08,5.89,15.64,8.76,5.53,13.14,4.68,13.93,14.2,38.59,10.91
667,4.049554083,3,11.13,5.94,15.71,8.83,5.58,13.19,4.74,14.51,14.32,38.59,10.53
668,4.049554083,3,11.13,5.94,15.71,8.76,5.55,13.14,4.72,13.99,14.26,39.06,10.7
669,4.049554083,3,11.26,6.04,15.9,9,5.7,13.35,4.82,14.16,14.44,39.55,10.87
670,4.049554083,3,12.52,6.99,16.93,10.12,6.67,14.71,5.57,15,15.35,42.66,12.18
671,4.049554083,3,12.52,7.02,17,10.12,6.7,14.65,5.54,15,15.49,42.66,12.13
672,4.049554083,3,12.47,6.99,17.07,10.12,6.67,14.65,5.52,15,15.42,43.22,11.89
673,4.049554083,3,12.47,6.97,17.07,10.12,6.67,14.59,5.52,14.93,15.42,42.66,11.89
674,4.049554083,3,12.47,6.94,17.07,10.08,6.64,14.47,5.48,15.06,15.42,43.22,12.08
675,4.049554083,3,12.42,6.94,17,10.05,6.67,14.53,5.48,15.12,15.42,42.94,11.71
676,4.049554083,3,12.47,6.94,17.14,10.08,6.67,14.53,5.48,15.06,15.49,43.78,12.03
677,4.049554083,3,12.42,6.94,17.14,10.05,6.64,14.42,5.48,15.18,15.35,46.19,12.03
678,4.049554083,3,12.42,6.94,17.21,10.05,6.64,14.47,5.48,15.25,15.35,41.84,11.89
679,4.049554083,3,12.42,6.94,17.14,10.05,6.64,14.42,5.45,15.06,15.42,44.07,11.99
680,4.049554083,3,12.42,6.91,17.14,10.05,6.61,14.42,5.48,15.25,15.42,43.22,11.94
681,4.049554083,3,12.42,6.91,17.21,10.05,6.64,14.36,5.48,15.18,15.42,43.5,12.03
682,4.049554083,3,12.42,6.94,17.36,10.05,6.64,14.42,5.48,15.37,15.49,42.94,11.94
683,4.049554083,3,12.47,6.94,17.29,10.05,6.67,14.36,5.5,15.5,15.49,42.38,12.13
684,4.049554083,3,12.47,6.94,17.29,10.05,6.67,14.36,5.48,15.44,15.56,42.94,12.18
685,4.049554083,3,12.47,6.94,17.29,10.08,6.67,14.36,5.48,15.37,15.56,42.94,11.89
686,4.049554083,3,12.42,6.91,17.29,10.05,6.67,14.3,5.45,15.44,15.49,43.5,11.52
687,4.049554083,3,12.42,6.94,17.43,10.08,6.64,14.3,5.45,15.56,15.56,42.38,11.71
688,4.049554083,3,12.42,6.94,17.21,10.01,6.64,14.3,5.45,15.63,15.56,42.66,12.27
689,4.049554083,3,12.47,6.97,17.36,10.05,6.7,14.3,5.48,15.5,15.56,42.94,12.08
690,4.049554083,3,12.42,6.91,17.36,10.01,6.64,14.24,5.43,15.56,15.49,42.66,11.89
691,4.049554083,3,12.52,6.97,17.43,10.08,6.7,14.3,5.5,15.89,15.56,44.96,11.99
692,4.049554083,3,12.57,7.02,17.51,10.12,6.75,14.42,5.52,15.5,15.63,43.78,11.75
693,4.049554083,3,12.52,6.97,17.43,10.08,6.7,14.3,5.5,15.5,15.56,42.38,12.18
694,4.049554083,3,12.47,6.94,17.36,10.05,6.67,14.24,5.45,15.5,15.49,43.22,12.27
695,4.049554083,3,12.52,6.91,17.36,10.01,6.64,14.24,5.43,15.56,15.49,43.78,11.94
696,4.049554083,3,12.47,6.91,17.36,10.01,6.64,14.24,5.43,15.56,15.56,43.5,12.03
697,4.049554083,3,12.37,6.88,17.36,9.97,6.61,14.18,5.41,15.56,15.49,43.78,11.66
698,4.049554083,3,12.42,6.94,17.43,10.01,6.67,14.24,5.45,15.56,15.56,43.22,11.99
699,4.049554083,3,12.42,6.91,17.43,9.97,6.64,14.18,5.43,15.5,15.49,44.37,12.08
700,4.049554083,3,12.42,6.91,17.43,10.01,6.64,14.18,5.45,15.56,15.56,42.66,12.03
701,4.049554083,3,12.52,6.91,17.29,10.01,6.67,14.18,5.45,15.63,15.56,44.66,12.08
702,4.049554083,3,12.87,6.91,17.29,9.97,6.64,14.18,5.43,15.63,15.56,42.66,12.08
703,4.049554083,3,12.87,6.97,17.36,10.05,6.7,14.24,5.48,15.69,15.63,41.05,12.08
704,4.049554083,3,12.82,6.94,17.29,10.01,6.7,14.24,5.48,15.69,15.56,42.94,12.03
705,4.049554083,3,12.87,6.97,17.43,10.05,6.7,14.24,5.48,15.83,15.63,42.94,12.18
706,4.049554083,3,12.87,6.94,17.36,10.01,6.7,14.18,5.45,15.76,15.56,43.5,11.85
707,4.049554083,3,12.72,6.91,17.43,9.97,6.64,14.18,5.43,15.76,15.56,43.5,12.18
708,4.049554083,3,12.67,6.97,17.43,10.01,6.7,14.24,5.48,15.96,15.63,43.22,12.08
709,4.049554083,3,12.82,7.05,17.58,10.12,6.81,14.42,5.54,15.89,15.77,43.78,12.18
710,4.049554083,3,12.77,6.97,17.51,10.08,6.72,14.3,5.48,15.89,15.7,43.78,12.13
711,4.049554083,3,12.67,6.97,17.51,10.05,6.7,14.3,5.45,15.89,15.7,43.5,11.94
712,4.049554083,3,12.62,6.91,17.43,9.97,6.64,14.13,5.41,16.02,15.63,43.5,12.08
713,4.049554083,3,12.52,6.91,17.51,9.97,6.67,14.18,5.41,15.83,15.7,43.22,11.94
714,4.049554083,3,12.57,6.91,17.51,9.97,6.67,14.18,5.43,15.89,15.63,44.37,11.99
715,4.049554083,3,12.57,6.94,17.51,10.01,6.7,14.24,5.45,15.89,15.63,43.22,11.94
716,4.049554083,3,12.57,6.97,17.58,9.97,6.67,14.18,5.45,15.89,15.7,43.5,12.13
717,4.049554083,3,12.57,6.91,17.51,9.97,6.64,14.13,5.41,15.89,15.7,44.07,11.89
718,4.049554083,3,12.62,6.99,17.58,10.05,6.72,14.24,5.48,15.96,15.7,43.22,11.99
719,4.049554083,3,12.67,6.91,17.51,9.97,6.67,14.13,5.41,15.89,15.63,42.11,11.99
720,4.049554083,3,12.62,6.88,17.51,9.89,6.61,14.07,5.39,15.89,15.63,42.94,11.89
721,4.122483911,3,12.57,6.88,17.51,9.93,6.61,14.13,5.39,15.89,15.63,43.5,11.99
722,4.122483911,3,12.52,6.88,17.51,9.93,6.64,14.07,5.39,15.76,15.63,42.94,11.75
723,4.122483911,3,12.47,6.88,17.66,9.89,6.64,14.07,5.36,15.96,15.56,42.38,12.13
724,4.122483911,3,12.47,6.88,17.51,9.89,6.64,14.07,5.39,15.83,15.63,44.37,11.99
725,4.122483911,3,12.42,6.88,17.51,9.89,6.61,14.07,5.36,15.83,15.63,42.94,11.85
726,4.122483911,3,12.42,6.88,17.66,9.85,6.61,14.07,5.36,15.69,15.63,43.78,11.85
727,4.122483911,3,12.37,6.88,17.43,9.89,6.61,14.13,5.36,15.69,15.56,43.22,12.08
728,4.122483911,3,12.37,6.88,17.51,9.89,6.61,14.13,5.36,15.69,15.56,43.22,11.85
729,4.122483911,3,12.42,6.91,17.51,9.93,6.64,14.24,5.39,15.76,15.63,42.66,12.08
730,4.122483911,3,12.47,6.97,17.51,9.97,6.7,14.36,5.43,15.83,15.63,44.07,12.18
731,4.122483911,3,12.42,6.94,17.51,9.97,6.67,14.36,5.41,15.69,16.2,44.07,11.8
732,4.122483911,3,12.37,6.91,17.43,9.89,6.64,14.3,5.39,15.76,16.12,43.78,12.08
733,4.122483911,3,12.37,6.91,17.51,9.93,6.67,14.36,5.41,15.76,16.12,42.94,12.13
734,4.122483911,3,12.42,6.94,17.58,9.97,6.7,14.42,5.41,15.69,16.12,41.58,11.66
735,4.122483911,3,12.32,6.88,17.51,9.89,6.67,14.36,5.36,15.83,16.05,43.22,11.75
736,4.122483911,3,12.28,6.88,17.43,9.89,6.64,14.36,5.36,15.96,16.05,42.38,11.62
737,4.122483911,3,12.28,6.88,17.43,9.89,6.64,14.3,5.36,15.83,15.98,42.38,11.75
738,4.122483911,3,12.28,6.88,17.43,9.85,6.64,14.3,5.36,15.83,15.98,42.66,11.75
739,4.122483911,3,12.28,6.88,17.51,9.89,6.64,14.36,5.36,15.96,15.98,41.84,11.48
740,4.122483911,3,12.28,6.88,17.51,9.85,6.64,14.3,5.36,15.89,15.91,43.22,11.52
741,4.122483911,3,12.23,6.88,17.58,9.89,6.64,14.3,5.36,15.96,15.98,45.57,12.03
742,4.122483911,3,12.28,6.91,17.58,9.89,6.67,14.36,5.36,16.02,15.7,41.84,11.99
743,4.122483911,3,12.23,6.91,17.58,9.85,6.64,14.36,5.36,16.09,15.98,43.5,11.89
744,4.122483911,3,12.28,6.91,17.66,9.85,6.64,14.36,5.36,16.16,15.98,42.94,11.71
745,4.122483911,3,12.28,6.94,17.58,9.93,6.7,14.42,5.39,15.89,15.98,43.22,11.85
746,4.122483911,3,12.23,6.91,17.51,9.89,6.64,14.36,5.36,16.16,15.91,45.57,11.85
747,4.122483911,3,12.28,6.91,17.58,9.89,6.67,14.36,5.36,16.23,15.98,40.54,12.13
748,4.122483911,3,12.32,6.94,17.58,9.93,6.67,14.36,5.36,16.09,15.98,42.66,11.99
749,4.122483911,3,12.28,6.91,17.58,9.89,6.67,14.36,5.36,16.09,15.91,41.32,11.99
750,4.122483911,3,12.28,6.94,17.58,9.89,6.67,14.36,5.36,16.09,15.98,42.94,11.94
751,4.122483911,3,11.57,6.45,17,9.29,6.14,13.62,4.98,15.63,15.35,42.11,11.34
752,4.122483911,3,12.23,6.91,17.58,9.85,6.64,14.36,5.36,16.09,15.91,42.94,11.3
753,4.122483911,3,12.28,6.91,17.66,9.89,6.67,14.36,5.34,15.89,15.91,44.07,11.8
754,4.122483911,3,12.28,6.94,17.66,9.89,6.67,14.36,5.39,16.09,15.98,42.38,11.71
755,4.122483911,3,12.28,6.94,17.73,9.89,6.67,14.36,5.39,16.09,15.91,44.66,11.85
756,4.122483911,3,12.28,6.94,17.73,9.89,6.67,14.36,5.39,16.16,15.98,43.78,11.62
757,4.122483911,3,12.23,6.94,17.81,9.89,6.67,14.36,5.36,16.09,15.91,42.94,11.62
758,4.122483911,3,12.23,6.94,17.96,9.89,6.67,14.36,5.36,16.09,15.98,42.94,11.66
759,4.122483911,3,12.18,6.91,17.81,9.85,6.64,14.36,5.34,16.09,15.98,43.22,11.57
760,4.122483911,3,12.18,6.91,17.73,9.85,6.67,14.36,5.36,16.09,15.91,42.94,11.75
761,4.122483911,3,12.18,6.88,17.88,9.85,6.67,14.36,5.36,16.09,15.91,42.94,11.71
762,4.122483911,3,12.23,6.88,17.88,9.85,6.67,14.36,5.36,16.09,15.91,43.22,11.8
763,4.122483911,3,12.23,6.91,17.88,9.93,6.7,14.42,5.39,16.16,15.91,42.38,11.85
764,4.122483911,3,12.18,6.88,17.88,9.85,6.64,14.36,5.34,16.09,15.91,42.66,11.8
765,4.122483911,3,12.28,6.94,17.96,9.93,6.72,14.47,5.43,16.09,15.98,43.78,11.99
766,4.122483911,3,12.18,6.88,17.81,9.85,6.67,14.36,5.34,16.02,15.84,41.84,11.89
767,4.122483911,3,12.18,6.85,17.81,9.85,6.64,14.36,5.34,16.02,15.84,42.38,11.85
768,4.122483911,3,12.18,6.85,17.81,9.85,6.67,14.36,5.34,16.09,15.84,40.54,11.62
769,4.122483911,3,12.23,6.91,17.88,9.89,6.7,14.42,5.36,16.3,15.91,42.66,11.8
770,4.122483911,3,12.18,6.88,17.88,9.89,6.7,14.42,5.36,16.3,15.84,42.66,11.66
771,4.122483911,3,12.28,6.94,17.96,9.93,6.72,14.47,5.39,16.64,15.84,41.84,11.75
772,4.122483911,3,12.23,6.94,17.96,9.93,6.72,14.47,5.39,16.43,15.84,42.66,11.99
773,4.122483911,3,12.23,6.91,17.81,9.89,6.72,14.42,5.36,16.5,15.84,41.84,11.75
774,4.122483911,3,12.18,6.91,17.88,9.89,6.7,14.42,5.36,16.57,15.84,43.78,11.8
775,4.122483911,3,12.18,6.91,17.81,9.89,6.7,14.42,5.36,16.71,15.84,42.38,11.89
776,4.122483911,3,12.23,6.91,17.81,9.89,6.72,14.42,5.36,16.71,15.84,42.38,11.85
777,4.122483911,3,12.23,6.91,17.81,9.89,6.7,14.42,5.36,16.86,15.84,40.29,11.66
778,4.122483911,3,12.28,6.94,17.81,9.93,6.75,14.47,5.39,17.89,15.84,42.66,11.99
779,4.122483911,3,12.28,6.94,17.88,9.93,6.75,14.47,5.41,17.59,15.84,42.94,11.94
